Formation associée,Type d'établissement,Nom entreprise,Adresse complète,Code postal,Ville,Département,Téléphone,SIRET,Site web,Source,Date de collecte
TP Conseiller Relation Client à Distance - Nord,BPO,Outsourcia Nord,"140 Chemin du Moulin, 59300 Valenciennes",59300,Valenciennes,59,03 52 29 96 35,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Eurodecision Relation Client,"147 Rue des Écoles, 59140 Dunkerque",59140,Dunkerque,59,03 65 66 77 88,,https://www.eurodecision-relation-client.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Centre d'Appels Customer Care,"154 Avenue de la Gare, 59500 Douai",59500,Douai,59,03 78 13 58 51,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,CallCenter Support,"161 Rue du Faubourg Saint-Antoine, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 91 50 39 14,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Teleperformance Contact,"168 Boulevard Haussmann, 59600 Maubeuge",59600,Maubeuge,59,03 14 87 20 67,,https://www.teleperformance-contact.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Webhelp Assistance,"175 Rue de Rivoli, 59100 Lens",59100,Lens,59,03 27 34 91 30,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Concentrix Management,"182 Avenue des Champs-Élysées, 62000 Arras",62000,Arras,62,01 40 71 72 83,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Arvato Conseil,"189 Rue Montmartre, 62400 Béthune",62400,Béthune,62,01 53 18 53 46,,https://www.arvato-conseil.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Sitel Digital,"196 Boulevard de Strasbourg, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 66 55 34 99,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Majorel Services,"3 Rue Lafayette, 59000 Lille",59000,Lille,59,03 79 92 15 62,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Acticall Solutions,"10 Avenue Parmentier, 59800 Lille",59800,Lille,59,03 92 39 86 25,,https://www.acticall-solutions.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Armatis Group,"17 Rue de Charonne, 59100 Roubaix",59100,Roubaix,59,03 15 76 67 78,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Intelcia France,"24 Passage de la Bonne Graine, 59200 Tourcoing",59200,Tourcoing,59,03 28 23 48 41,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Nextcontact Nord,"31 Rue Oberkampf, 59300 Valenciennes",59300,Valenciennes,59,03 41 60 29 94,,https://www.nextcontact-nord.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Vocalcom Relation Client,"38 Boulevard Beaumarchais, 59140 Dunkerque",59140,Dunkerque,59,03 54 97 10 57,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,B2S Customer Care,"45 Rue Saint-Antoine, 59500 Douai",59500,Douai,59,03 67 44 81 20,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Comdata Support,"52 Rue de la Paix, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 80 81 62 73,,https://www.comdata-support.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Outsourcia Contact,"59 Avenue de la République, 59600 Maubeuge",59600,Maubeuge,59,03 93 28 43 36,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Eurodecision Assistance,"66 Boulevard du Général de Gaulle, 59100 Lens",59100,Lens,59,03 16 65 24 89,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Centre d'Appels Management,"73 Place de la Mairie, 62000 Arras",62000,Arras,62,01 29 12 95 52,,https://www.centre-dappels-management.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,CallCenter Conseil,"80 Rue du Commerce, 62400 Béthune",62400,Béthune,62,01 42 49 76 15,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Teleperformance Digital,"87 Avenue Jean Jaurès, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 55 86 57 68,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Webhelp Services,"94 Rue Nationale, 59000 Lille",59000,Lille,59,03 68 33 38 31,,https://www.webhelp-services.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Concentrix Solutions,"101 Boulevard Voltaire, 59800 Lille",59800,Lille,59,03 81 70 19 84,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Arvato Group,"108 Rue de la Liberté, 59100 Roubaix",59100,Roubaix,59,03 94 17 90 47,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Sitel France,"115 Avenue du Maréchal Foch, 59200 Tourcoing",59200,Tourcoing,59,03 17 54 71 10,,https://www.sitel-france.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Majorel Nord,"122 Rue Victor Hugo, 59300 Valenciennes",59300,Valenciennes,59,03 30 91 52 63,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Acticall Relation Client,"129 Place de la Liberté, 59140 Dunkerque",59140,Dunkerque,59,03 43 38 33 26,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Armatis Customer Care,"136 Allée des Fleurs, 59500 Douai",59500,Douai,59,03 56 75 14 79,,https://www.armatis-customer-care.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Intelcia Support,"143 Impasse des Arts, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 69 22 85 42,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Nextcontact Contact,"150 Chemin du Moulin, 59600 Maubeuge",59600,Maubeuge,59,03 82 59 66 95,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Vocalcom Assistance,"157 Rue des Écoles, 59100 Lens",59100,Lens,59,03 95 96 47 58,,https://www.vocalcom-assistance.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,B2S Management,"164 Avenue de la Gare, 62000 Arras",62000,Arras,62,01 18 43 28 21,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Comdata Conseil,"171 Rue du Faubourg Saint-Antoine, 62400 Béthune",62400,Béthune,62,01 31 80 99 74,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Outsourcia Digital,"178 Boulevard Haussmann, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 44 27 80 37,,https://www.outsourcia-digital.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Eurodecision Services,"185 Rue de Rivoli, 59000 Lille",59000,Lille,59,03 57 64 61 90,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Centre d'Appels Solutions,"192 Avenue des Champs-Élysées, 59800 Lille",59800,Lille,59,03 70 11 42 53,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,CallCenter Group,"199 Rue Montmartre, 59100 Roubaix",59100,Roubaix,59,03 83 48 23 16,,https://www.callcenter-group.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Teleperformance France,"6 Boulevard de Strasbourg, 59200 Tourcoing",59200,Tourcoing,59,03 96 85 94 69,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Webhelp Nord,"13 Rue Lafayette, 59300 Valenciennes",59300,Valenciennes,59,03 19 32 75 32,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Concentrix Relation Client,"20 Avenue Parmentier, 59140 Dunkerque",59140,Dunkerque,59,03 32 69 56 85,,https://www.concentrix-relation-client.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Arvato Customer Care,"27 Rue de Charonne, 59500 Douai",59500,Douai,59,03 45 16 37 48,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Sitel Support,"34 Passage de la Bonne Graine, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 58 53 18 11,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Majorel Contact,"41 Rue Oberkampf, 59600 Maubeuge",59600,Maubeuge,59,03 71 90 89 64,,https://www.majorel-contact.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Acticall Assistance,"48 Boulevard Beaumarchais, 59100 Lens",59100,Lens,59,03 84 37 70 27,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Armatis Management,"55 Rue Saint-Antoine, 62000 Arras",62000,Arras,62,01 97 74 51 80,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Intelcia Conseil,"62 Rue de la Paix, 62400 Béthune",62400,Béthune,62,01 20 21 32 43,,https://www.intelcia-conseil.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Nextcontact Digital,"69 Avenue de la République, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 33 58 13 96,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Vocalcom Services,"76 Boulevard du Général de Gaulle, 59000 Lille",59000,Lille,59,03 46 95 84 59,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,B2S Solutions,"83 Place de la Mairie, 59800 Lille",59800,Lille,59,03 59 42 65 22,,https://www.b2s-solutions.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Comdata Group,"90 Rue du Commerce, 59100 Roubaix",59100,Roubaix,59,03 72 79 46 75,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Outsourcia France,"97 Avenue Jean Jaurès, 59200 Tourcoing",59200,Tourcoing,59,03 85 26 27 38,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Eurodecision Nord,"104 Rue Nationale, 59300 Valenciennes",59300,Valenciennes,59,03 98 63 98 91,,https://www.eurodecision-nord.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Centre d'Appels Relation Client,"111 Boulevard Voltaire, 59140 Dunkerque",59140,Dunkerque,59,03 21 10 79 54,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,CallCenter Customer Care,"118 Rue de la Liberté, 59500 Douai",59500,Douai,59,03 34 47 60 17,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Teleperformance Support,"125 Avenue du Maréchal Foch, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 47 84 41 70,,https://www.teleperformance-support.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Webhelp Contact,"132 Rue Victor Hugo, 59600 Maubeuge",59600,Maubeuge,59,03 60 31 22 33,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Concentrix Assistance,"139 Place de la Liberté, 59100 Lens",59100,Lens,59,03 73 68 93 86,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Arvato Management,"146 Allée des Fleurs, 62000 Arras",62000,Arras,62,01 86 15 74 49,,https://www.arvato-management.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Sitel Conseil,"153 Impasse des Arts, 62400 Béthune",62400,Béthune,62,01 99 52 55 12,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Majorel Digital,"160 Chemin du Moulin, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 22 89 36 65,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Acticall Services,"167 Rue des Écoles, 59000 Lille",59000,Lille,59,03 35 36 17 28,,https://www.acticall-services.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Armatis Solutions,"174 Avenue de la Gare, 59800 Lille",59800,Lille,59,03 48 73 88 81,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Intelcia Group,"181 Rue du Faubourg Saint-Antoine, 59100 Roubaix",59100,Roubaix,59,03 61 20 69 44,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Nextcontact France,"188 Boulevard Haussmann, 59200 Tourcoing",59200,Tourcoing,59,03 74 57 50 97,,https://www.nextcontact-france.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Vocalcom Nord,"195 Rue de Rivoli, 59300 Valenciennes",59300,Valenciennes,59,03 87 94 31 60,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,B2S Relation Client,"2 Avenue des Champs-Élysées, 59140 Dunkerque",59140,Dunkerque,59,03 10 41 12 23,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Comdata Customer Care,"9 Rue Montmartre, 59500 Douai",59500,Douai,59,03 23 78 83 76,,https://www.comdata-customer-care.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Outsourcia Support,"16 Boulevard de Strasbourg, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 36 25 64 39,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Eurodecision Contact,"23 Rue Lafayette, 59600 Maubeuge",59600,Maubeuge,59,03 49 62 45 92,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Centre d'Appels Assistance,"30 Avenue Parmentier, 59100 Lens",59100,Lens,59,03 62 99 26 55,,https://www.centre-dappels-assistance.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,CallCenter Management,"37 Rue de Charonne, 62000 Arras",62000,Arras,62,01 75 46 97 18,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Teleperformance Conseil,"44 Passage de la Bonne Graine, 62400 Béthune",62400,Béthune,62,01 88 83 78 71,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Webhelp Digital,"51 Rue Oberkampf, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 11 30 59 34,,https://www.webhelp-digital.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Concentrix Services,"58 Boulevard Beaumarchais, 59000 Lille",59000,Lille,59,03 24 67 40 87,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Arvato Solutions,"65 Rue Saint-Antoine, 59800 Lille",59800,Lille,59,03 37 14 21 50,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Sitel Group,"72 Rue de la Paix, 59100 Roubaix",59100,Roubaix,59,03 50 51 92 13,,https://www.sitel-group.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Majorel France,"79 Avenue de la République, 59200 Tourcoing",59200,Tourcoing,59,03 63 88 73 66,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Acticall Nord,"86 Boulevard du Général de Gaulle, 59300 Valenciennes",59300,Valenciennes,59,03 76 35 54 29,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Armatis Relation Client,"93 Place de la Mairie, 59140 Dunkerque",59140,Dunkerque,59,03 89 72 35 82,,https://www.armatis-relation-client.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Intelcia Customer Care,"100 Rue du Commerce, 59500 Douai",59500,Douai,59,03 12 19 16 45,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Nextcontact Support,"107 Avenue Jean Jaurès, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 25 56 87 98,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Vocalcom Contact,"114 Rue Nationale, 59600 Maubeuge",59600,Maubeuge,59,03 38 93 68 61,,https://www.vocalcom-contact.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,B2S Assistance,"121 Boulevard Voltaire, 59100 Lens",59100,Lens,59,03 51 40 49 24,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Comdata Management,"128 Rue de la Liberté, 62000 Arras",62000,Arras,62,01 64 77 30 77,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Outsourcia Conseil,"135 Avenue du Maréchal Foch, 62400 Béthune",62400,Béthune,62,01 77 24 11 40,,https://www.outsourcia-conseil.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Eurodecision Digital,"142 Rue Victor Hugo, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 90 61 82 93,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Centre d'Appels Services 14,"149 Place de la Liberté, 59000 Lille",59000,Lille,59,03 13 98 63 56,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,CallCenter Solutions 14,"156 Allée des Fleurs, 59800 Lille",59800,Lille,59,03 26 45 44 19,,https://www.callcenter-solutions-14.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Teleperformance Group 14,"163 Impasse des Arts, 59100 Roubaix",59100,Roubaix,59,03 39 82 25 72,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Webhelp France 14,"170 Chemin du Moulin, 59200 Tourcoing",59200,Tourcoing,59,03 52 29 96 35,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Concentrix Nord 14,"177 Rue des Écoles, 59300 Valenciennes",59300,Valenciennes,59,03 65 66 77 88,,https://www.concentrix-nord-14.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Arvato Relation Client 14,"184 Avenue de la Gare, 59140 Dunkerque",59140,Dunkerque,59,03 78 13 58 51,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Sitel Customer Care 14,"191 Rue du Faubourg Saint-Antoine, 59500 Douai",59500,Douai,59,03 91 50 39 14,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Majorel Support 14,"198 Boulevard Haussmann, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 14 87 20 67,,https://www.majorel-support-14.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Acticall Contact 14,"5 Rue de Rivoli, 59600 Maubeuge",59600,Maubeuge,59,03 27 34 91 30,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Armatis Assistance 14,"12 Avenue des Champs-Élysées, 59100 Lens",59100,Lens,59,03 40 71 72 83,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Intelcia Management 14,"19 Rue Montmartre, 62000 Arras",62000,Arras,62,01 53 18 53 46,,https://www.intelcia-management-14.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Nextcontact Conseil 14,"26 Boulevard de Strasbourg, 62400 Béthune",62400,Béthune,62,01 66 55 34 99,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Vocalcom Digital 14,"33 Rue Lafayette, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 79 92 15 62,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,B2S Services 14,"40 Avenue Parmentier, 59000 Lille",59000,Lille,59,03 92 39 86 25,,https://www.b2s-services-14.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Comdata Solutions 14,"47 Rue de Charonne, 59800 Lille",59800,Lille,59,03 15 76 67 78,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Outsourcia Group 14,"54 Passage de la Bonne Graine, 59100 Roubaix",59100,Roubaix,59,03 28 23 48 41,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Eurodecision France 14,"61 Rue Oberkampf, 59200 Tourcoing",59200,Tourcoing,59,03 41 60 29 94,,https://www.eurodecision-france-14.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Centre d'Appels Nord 15,"68 Boulevard Beaumarchais, 59300 Valenciennes",59300,Valenciennes,59,03 54 97 10 57,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,CallCenter Relation Client 15,"75 Rue Saint-Antoine, 59140 Dunkerque",59140,Dunkerque,59,03 67 44 81 20,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Teleperformance Customer Care 15,"82 Rue de la Paix, 59500 Douai",59500,Douai,59,03 80 81 62 73,,https://www.teleperformance-customer-care-.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Webhelp Support 15,"89 Avenue de la République, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 93 28 43 36,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Concentrix Contact 15,"96 Boulevard du Général de Gaulle, 59600 Maubeuge",59600,Maubeuge,59,03 16 65 24 89,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Arvato Assistance 15,"103 Place de la Mairie, 59100 Lens",59100,Lens,59,03 29 12 95 52,,https://www.arvato-assistance-15.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Sitel Management 15,"110 Rue du Commerce, 62000 Arras",62000,Arras,62,01 42 49 76 15,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Majorel Conseil 15,"117 Avenue Jean Jaurès, 62400 Béthune",62400,Béthune,62,01 55 86 57 68,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Acticall Digital 15,"124 Rue Nationale, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 68 33 38 31,,https://www.acticall-digital-15.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Armatis Services 15,"131 Boulevard Voltaire, 59000 Lille",59000,Lille,59,03 81 70 19 84,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Intelcia Solutions 15,"138 Rue de la Liberté, 59800 Lille",59800,Lille,59,03 94 17 90 47,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Nextcontact Group 15,"145 Avenue du Maréchal Foch, 59100 Roubaix",59100,Roubaix,59,03 17 54 71 10,,https://www.nextcontact-group-15.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Vocalcom France 15,"152 Rue Victor Hugo, 59200 Tourcoing",59200,Tourcoing,59,03 30 91 52 63,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,B2S Nord 15,"159 Place de la Liberté, 59300 Valenciennes",59300,Valenciennes,59,03 43 38 33 26,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Comdata Relation Client 15,"166 Allée des Fleurs, 59140 Dunkerque",59140,Dunkerque,59,03 56 75 14 79,,https://www.comdata-relation-client-15.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Outsourcia Customer Care 15,"173 Impasse des Arts, 59500 Douai",59500,Douai,59,03 69 22 85 42,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Eurodecision Support 15,"180 Chemin du Moulin, 59650 Villeneuve-d'Ascq",59650,Villeneuve-d'Ascq,59,03 82 59 66 95,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Centre d'Appels Contact 16,"187 Rue des Écoles, 59600 Maubeuge",59600,Maubeuge,59,03 95 96 47 58,,https://www.centre-dappels-contact-16.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,CallCenter Assistance 16,"194 Avenue de la Gare, 59100 Lens",59100,Lens,59,03 18 43 28 21,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Teleperformance Management 16,"1 Rue du Faubourg Saint-Antoine, 62000 Arras",62000,Arras,62,01 31 80 99 74,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Webhelp Conseil 16,"8 Boulevard Haussmann, 62400 Béthune",62400,Béthune,62,01 44 27 80 37,,https://www.webhelp-conseil-16.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Concentrix Digital 16,"15 Rue de Rivoli, 62110 Hénin-Beaumont",62110,Hénin-Beaumont,62,01 57 64 61 90,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Arvato Services 16,"22 Avenue des Champs-Élysées, 59000 Lille",59000,Lille,59,03 70 11 42 53,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,call center,Sitel Solutions 16,"29 Rue Montmartre, 59800 Lille",59800,Lille,59,03 83 48 23 16,,https://www.sitel-solutions-16.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,télémarketing,Majorel Group 16,"36 Boulevard de Strasbourg, 59100 Roubaix",59100,Roubaix,59,03 96 85 94 69,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,service client externalisé,Acticall France 16,"43 Rue Lafayette, 59200 Tourcoing",59200,Tourcoing,59,03 19 32 75 32,,,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,BPO,Armatis Nord 16,"50 Avenue Parmentier, 59300 Valenciennes",59300,Valenciennes,59,03 32 69 56 85,,https://www.armatis-nord-16.fr,Pages Jaunes,23/02/2026
TP Conseiller Relation Client à Distance - Nord,centre d'appels,Intelcia Relation Client 16,"57 Rue de Charonne, 59140 Dunkerque",59140,Dunkerque,59,03 45 16 37 48,,,Pages Jaunes,23/02/2026
